Local time in Monte Real (airport),T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
06.11.2016 21:00,"9,6","757,6","762,9","0,4",76,Wind blowing from the north,1,,,40%.,,,,,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",40%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.","10,0","5,6",No precipitation,12,,,,
06.11.2016 18:00,"12,3","757,2","762,4","0,0",60,Wind blowing from the north,4,,,40%.,,,,,"15,1","Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",40%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.","15,0","4,7",No precipitation,3,,,,
06.11.2016 15:00,"14,4","757,2","762,4","-1,0",56,Wind blowing from the north,6,,9,50%.,,,,,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",50%.,600-1000,Altostratus translucidus.,"No Cirrus, Cirrocumulus or Cirrostratus.","20,0","5,7",No precipitation,3,,,,
06.11.2016 12:00,"13,7","758,2","763,4","-0,3",54,Wind blowing from the north-northeast,4,,,70 – 80%.,,,,,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",60%.,600-1000,Altostratus translucidus.,"No Cirrus, Cirrocumulus or Cirrostratus.","20,0","4,5",No precipitation,3,,,,
06.11.2016 09:00,"8,0","758,5","763,7","1,2",89,Wind blowing from the south,2,,,50%.,,,,,,"Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.",20–30%.,600-1000,Altocumulus translucidus at a single level.,"No Cirrus, Cirrocumulus or Cirrostratus.","20,0","6,2",,,,,,
06.11.2016 06:00,"5,8","757,3","762,5","0,5",95,Wind blowing from the south-southeast,2,,,"10% or less, but not 0",,,,"5,7",,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.","10% or less, but not 0",600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.","10,0","5,0",No precipitation,3,,,,
06.11.2016 03:00,"7,3","756,8","762,1","0,4",92,Wind blowing from the north,1,,,20–30%.,,,,,,"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.",20–30%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.","10,0","6,1",No precipitation,3,,,,
06.11.2016 00:00,"9,3","756,4","761,7","0,6",83,Wind blowing from the north,1,,,20–30%.,,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",20–30%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.","10,0","6,5",No precipitation,3,,,,
05.11.2016 21:00,"12,0","755,8","760,9","1,0",71,Wind blowing from the north,3,,10,20–30%.,,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",20–30%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.","10,0","6,8",3,12,,,,
05.11.2016 18:00,"13,6","754,8","759,9","0,6",69,Wind blowing from the north,5,8,10,40%.,Clouds generally dissolving or becoming less developed.,Shower(s).,Rain.,,"15,8","Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.",40%.,300-600,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.","10,0","8,0",No precipitation,3,,,,
05.11.2016 15:00,"13,6","754,2","759,3","-0,6",79,Wind blowing from the north-northwest,4,,12,"90 or more, but not 100%",Shower(s) of rain.,Shower(s).,Rain.,,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",70 – 80%.,200-300,Altocumulus translucidus at a single level.,,"10,0","10,0",2,3,,,,
05.11.2016 12:00,"13,8","754,8","759,9","1,2",91,Wind blowing from the north,7,,10,100%.,"Rain, not freezing, intermittent, slight at time of observation.",Shower(s).,Rain.,,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",100%.,200-300,,,"4,0","12,4",1,3,,,,
05.11.2016 09:00,"15,6","753,6","758,6","0,7",95,Wind blowing from the north-northwest,3,,,"90 or more, but not 100%",Shower(s) of rain.,Shower(s).,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.","90 or more, but not 100%",100-200,,,"10,0","14,8",,,,,,
05.11.2016 06:00,"15,3","752,9","757,9","-0,8",95,Wind blowing from the north,1,,,70 – 80%.,Clouds generally dissolving or becoming less developed.,Shower(s).,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",70 – 80%.,100-200,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.","10,0","14,5",5,3,Surface of ground dry (without cracks and no appreciable amount of dust or loose sand).,,,
05.11.2016 03:00,"15,9","753,7","758,8","-0,5",91,Wind blowing from the south-southwest,1,,,"90 or more, but not 100%",,,,,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.","90 or more, but not 100%",300-600,,,"10,0","14,4",No precipitation,3,,,,
05.11.2016 00:00,"16,2","754,2","759,3","-0,5",90,Wind blowing from the south,2,,,"90 or more, but not 100%",State of sky on the whole unchanged.,Shower(s).,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",70 – 80%.,600-1000,Altocumulus translucidus at a single level.,,"10,0","14,6",Trace of precipitation,3,,,,
04.11.2016 21:00,"16,5","754,7","759,8","0,1",87,Wind blowing from the north,1,,,60%.,,,,,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",50%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.","10,0","14,4",No precipitation,12,,,,
04.11.2016 18:00,"18,6","754,6","759,6","0,5",75,Wind blowing from the south-southeast,3,,,70 – 80%.,,,,,"20,7","Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.",60%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.","10,0","14,1",No precipitation,3,,,,
04.11.2016 15:00,"19,9","754,1","759,1","-0,8",66,Wind blowing from the south,5,,,"90 or more, but not 100%",,,,,,"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.",50%.,300-600,Altocumulus translucidus at a single level.,"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.","10,0","13,4",No precipitation,3,,,,
04.11.2016 12:00,"19,8","754,9","759,9","-0,4",70,Wind blowing from the south-east,5,,,"90 or more, but not 100%",Clouds generally forming or developing.,Shower(s).,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",40%.,300-600,Altocumulus translucidus at a single level.,"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.","10,0","14,2",No precipitation,3,,,,
04.11.2016 09:00,"17,3","755,3","760,3","-0,2",82,Wind blowing from the south-east,4,,,"90 or more, but not 100%",State of sky on the whole unchanged.,Shower(s).,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",40%.,300-600,Altocumulus translucidus at a single level.,"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.","10,0","14,2",,,,,,
04.11.2016 06:00,"15,2","755,5","760,6","0,0",84,Wind blowing from the south-east,4,,,"90 or more, but not 100%","Rain shower(s), slight.",Shower(s).,Cloud covering more than 1/2 of the sky throughout the appropriate period.,"16,1",,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",70 – 80%.,600-1000,Altocumulus translucidus at a single level.,,"8,0","12,5",Trace of precipitation,3,,,,
04.11.2016 03:00,"16,6","755,5","760,6","0,1",75,Wind blowing from the north,1,,,60%.,,,,,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",40%.,600-1000,Altocumulus translucidus at a single level.,"No Cirrus, Cirrocumulus or Cirrostratus.","10,0","12,2",No precipitation,3,,,,
04.11.2016 00:00,"18,4","755,4","760,4","-0,7",66,Wind blowing from the south-southeast,4,,,70 – 80%.,,,,,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",40%.,600-1000,Altocumulus translucidus at a single level.,"No Cirrus, Cirrocumulus or Cirrostratus.","10,0","12,0",No precipitation,3,,,,
03.11.2016 21:00,"17,1","756,1","761,2","0,4",73,Wind blowing from the north,1,,,"90 or more, but not 100%",,,,,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",60%.,600-1000,Altocumulus translucidus at a single level.,,"10,0","12,2",No precipitation,12,,,,
03.11.2016 18:00,"20,3","755,7","760,7","0,0",58,Wind blowing from the north,1,,,"90 or more, but not 100%",,,,,"23,4","Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",50%.,600-1000,Altocumulus translucidus at a single level.,"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.","10,0","11,8",No precipitation,3,,,,
03.11.2016 15:00,"23,3","755,7","760,6","-1,0",49,Wind blowing from the south-southeast,5,,,"90 or more, but not 100%",,,,,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",40%.,600-1000,Altostratus opacus or Nimbostratus.,Cirrus spissatus cumulonimbogenitus.,"12,0","11,9",No precipitation,3,,,,
03.11.2016 12:00,"21,3","756,7","761,7","-0,8",59,Wind blowing from the south-east,7,9,10,"90 or more, but not 100%",,,,,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",40%.,300-600,Altocumulus translucidus at a single level.,"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.","12,0","13,0",,,,,,
03.11.2016 09:00,"17,0","757,5","762,6","0,6",85,Wind blowing from the south-east,3,,,60%.,,,,,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",40%.,300-600,Altocumulus translucidus at a single level.,"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.","10,0","14,4",,,,,,
03.11.2016 06:00,"15,5","756,9","762,0",,89,Wind blowing from the south-southeast,2,,,50%.,,,,"14,8",,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.","10% or less, but not 0",300-600,Altocumulus translucidus at a single level.,"No Cirrus, Cirrocumulus or Cirrostratus.","10,0","13,7",No precipitation,3,,,,
03.11.2016 03:00,"15,2","757,5","762,6","-0,8",86,Wind blowing from the south-southeast,3,,,40%.,,,,,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.","10% or less, but not 0",300-600,Altocumulus translucidus at a single level.,"No Cirrus, Cirrocumulus or Cirrostratus.","10,0","12,8",No precipitation,3,,,,
03.11.2016 00:00,"15,9","758,3","763,4","0,0",91,Wind blowing from the east-southeast,2,,,20–30%.,,,,,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.","10% or less, but not 0",300-600,Altocumulus translucidus at a single level.,"No Cirrus, Cirrocumulus or Cirrostratus.","10,0","14,4",No precipitation,3,,,,
02.11.2016 21:00,"17,6","758,3","763,3","0,2",85,Wind blowing from the north,2,,,60%.,State of sky on the whole unchanged.,Shower(s).,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,Stratocumulus other than Stratocumulus cumulogenitus.,40%.,1000-1500,"No Altocumulus, Altostratus or Nimbostratus.",Cirrus spissatus cumulonimbogenitus.,"10,0","15,0","0,1",12,,,,
02.11.2016 18:00,"19,5","758,1","763,1","0,2",73,Wind blowing from the west-southwest,5,,,"90 or more, but not 100%",Shower(s) of rain.,Shower(s).,Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.,,"24,5","Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",70 – 80%.,600-1000,Altocumulus translucidus at a single level.,"No Cirrus, Cirrocumulus or Cirrostratus.","10,0","14,5","0,1",3,,,,
02.11.2016 15:00,"23,5","757,9","762,9","-1,5",48,Wind blowing from the south-east,5,,,"90 or more, but not 100%",,,,,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",70 – 80%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.","10,0","11,8",No precipitation,3,,,,
02.11.2016 12:00,"22,0","759,4","764,4","-0,6",54,Wind blowing from the south-east,4,,,50%.,,,,,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",20–30%.,600-1000,Altocumulus translucidus at a single level.,"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.","15,0","12,3",,,,,,
02.11.2016 09:00,"17,1","760,0","765,1","0,6",85,Wind blowing from the south-east,2,,,70 – 80%.,Mist.,Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.,Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.,,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.","10% or less, but not 0",600-1000,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.","9,0","14,5",,,,,,
02.11.2016 06:00,"16,0","759,4","764,5","0,0",89,Wind blowing from the south,2,,,20–30%.,,,,"15,9",,Stratocumulus other than Stratocumulus cumulogenitus.,"10% or less, but not 0",1000-1500,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.","10,0","14,2",No precipitation,3,,,,
02.11.2016 03:00,"18,0","759,4","764,4","-0,2",78,Wind blowing from the south-east,3,,,70 – 80%.,,,,,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",70 – 80%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.","10,0","14,1",No precipitation,3,,,,
02.11.2016 00:00,"17,7","759,6","764,6","-0,2",89,Wind blowing from the north,1,,,60%.,,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,60%.,1000-1500,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.","10,0","15,8",No precipitation,3,,,,
01.11.2016 21:00,"18,6","759,8","764,8","0,4",86,Wind blowing from the north,1,,,70 – 80%.,,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,70 – 80%.,1000-1500,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.","10,0","16,2",No precipitation,12,,,,
01.11.2016 18:00,"19,8","759,4","764,5","0,5",72,Wind blowing from the west,3,,,50%.,,,,,"24,0","Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",50%.,1000-1500,Altocumulus translucidus at a single level.,"No Cirrus, Cirrocumulus or Cirrostratus.","15,0","14,5",No precipitation,3,,,,
01.11.2016 15:00,"23,9","758,9","763,9","-1,0",47,Wind blowing from the south-southwest,4,,,60%.,,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",60%.,1000-1500,Altocumulus translucidus at a single level.,"No Cirrus, Cirrocumulus or Cirrostratus.","15,0","11,9",No precipitation,3,,,,
