Local time in Montijo (airport),T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
11.06.2016 12:00,"24,3","762,6","763,8","-0,1",46,Wind blowing from the north-northwest,5,,9,"10% or less, but not 0",,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.","10% or less, but not 0",600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.","20,0","11,8",No precipitation,3,,,,
11.06.2016 09:00,"20,5","762,7","763,9","0,6",63,Wind blowing from the north,5,,9,20–30%.,,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",20–30%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.","20,0","13,1",,,,,,
11.06.2016 06:00,"16,7","762,1","763,3","0,4",79,Wind blowing from the north-northwest,5,,,"10% or less, but not 0",,,,"16,1",,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.","10% or less, but not 0",600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.","20,0","13,1",No precipitation,3,,,,
11.06.2016 03:00,"16,3","761,7","763,0","-0,3",80,Wind blowing from the north-northwest,3,,,40%.,,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",40%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.","20,0","12,9",No precipitation,3,,,,
11.06.2016 00:00,"17,0","762,0","763,3","0,4",74,Wind blowing from the north-northwest,5,,8,"10% or less, but not 0",,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.","10% or less, but not 0",600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.","20,0","12,4",No precipitation,3,,,,
10.06.2016 21:00,"17,9","761,6","762,9","0,7",70,Wind blowing from the north,4,10,11,20–30%.,,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.","10% or less, but not 0",600-1000,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.","20,0","12,4",No precipitation,12,,,,
10.06.2016 18:00,"20,3","760,9","762,2","-0,3",61,Wind blowing from the north,6,11,11,70 – 80%.,,,,,"24,2","Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.","10% or less, but not 0",600-1000,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.","20,0","12,4",No precipitation,3,,,,
10.06.2016 15:00,"22,5","761,2","762,4","-0,7",55,Wind blowing from the north-northwest,7,10,10,70 – 80%.,,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",20–30%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.","20,0","12,9",No precipitation,3,,,,
10.06.2016 12:00,"23,7","761,9","763,2","-0,1",52,Wind blowing from the north-northwest,5,8,8,60%.,,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",20–30%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.","20,0","13,1",No precipitation,3,,,,
10.06.2016 09:00,"20,8","762,0","763,3","0,3",64,Wind blowing from the north-northwest,5,9,9,70 – 80%.,,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",40%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.","20,0","13,8",,,,,,
10.06.2016 06:00,"17,4","761,7","763,0","0,5",81,Wind blowing from the north-northwest,5,,10,70 – 80%.,Clouds generally dissolving or becoming less developed.,Drizzle.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,"17,2",,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",40%.,300-600,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus uncinus or fibratus, or both, progressively invading the sky; they generally thicken as a whole.","20,0","14,0",No precipitation,3,,,,
10.06.2016 03:00,"18,2","761,2","762,5","-0,3",87,Wind blowing from the north-northwest,6,10,10,"90 or more, but not 100%",Clouds generally forming or developing.,Drizzle.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.","90 or more, but not 100%",200-300,,,"20,0","15,9",Trace of precipitation,3,,,,
10.06.2016 00:00,"20,1","761,5","762,8","-0,3",85,Wind blowing from the north-west,4,,8,70 – 80%.,,,,,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",70 – 80%.,300-600,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.","20,0","17,5",No precipitation,3,,,,
09.06.2016 21:00,"19,9","761,8","763,0","0,7",78,Wind blowing from the north-northwest,4,,9,50%.,,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",20–30%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.","20,0","16,0",No precipitation,12,,,,
09.06.2016 18:00,"23,6","761,1","762,4","0,2",59,Wind blowing from the north-northwest,5,,9,40%.,,,,,"27,4","Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.","10% or less, but not 0",1000-1500,Altocumulus translucidus at a single level.,"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.","20,0","15,0",No precipitation,3,,,,
09.06.2016 15:00,"26,7","760,9","762,1","-0,5",48,Wind blowing from the north-northwest,6,,9,70 – 80%.,,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.","20,0","14,7",No precipitation,3,,,,
09.06.2016 12:00,"26,4","761,4","762,7","-0,3",50,Wind blowing from the north-northwest,5,,8,70 – 80%.,,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.","20,0","15,0",No precipitation,3,,,,
09.06.2016 09:00,"22,3","761,7","762,9","-0,2",68,Wind blowing from the north,4,,8,70 – 80%.,,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","Cirrus uncinus or fibratus, or both, progressively invading the sky; they generally thicken as a whole.","20,0","16,0",,,,,,
09.06.2016 06:00,"18,5","761,9","763,2","0,0",80,Wind blowing from the north-northwest,5,,8,40%.,,,,"18,1",,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.","10% or less, but not 0",300-600,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus uncinus or fibratus, or both, progressively invading the sky; they generally thicken as a whole.","20,0","15,0",No precipitation,3,,,,
09.06.2016 03:00,"19,0","761,9","763,2","-0,3",77,Wind blowing from the north-northwest,4,,8,40%.,,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.","20,0","14,9",No precipitation,3,,,,
09.06.2016 00:00,"20,3","762,2","763,5","0,4",66,Wind blowing from the north,4,,8,40%.,,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.","20,0","13,6",No precipitation,3,,,,
08.06.2016 21:00,"23,0","761,8","763,0","0,4",47,Wind blowing from the north-northwest,5,,8,50%.,,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.","20,0","10,9",No precipitation,12,,,,
08.06.2016 18:00,"27,5","761,4","762,6","-0,4",44,Wind blowing from the north-northwest,5,,8,70 – 80%.,,,,,"33,5","No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","Cirrus uncinus or fibratus, or both, progressively invading the sky; they generally thicken as a whole.","20,0","14,0",No precipitation,3,,,,
08.06.2016 15:00,"32,9","761,8","763,0","-0,9",33,Wind blowing from the north-northwest,6,,8,50%.,,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","Cirrus uncinus or fibratus, or both, progressively invading the sky; they generally thicken as a whole.","20,0","14,8",No precipitation,3,,,,
08.06.2016 12:00,"30,5","762,7","763,9","-0,6",39,Wind blowing from the west-northwest,2,,,20–30%.,,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","Cirrus uncinus or fibratus, or both, progressively invading the sky; they generally thicken as a whole.","20,0","14,9",No precipitation,3,,,,
08.06.2016 09:00,"23,8","763,3","764,5","0,5",56,Wind blowing from the south-west,2,,,no clouds,,,,,,,,,,,"20,0","14,6",,,,,,
08.06.2016 06:00,"15,3","762,8","764,1","0,2",85,Wind blowing from the north-northeast,2,,,no clouds,,,,"13,9",,,,,,,"20,0","12,8",No precipitation,3,,,,
08.06.2016 03:00,"16,3","762,6","763,8","-0,6",73,Wind blowing from the north,1,,,no clouds,,,,,,,,,,,"20,0","11,5",No precipitation,3,,,,
08.06.2016 00:00,"17,9","763,2","764,5","0,4",77,Wind blowing from the north,1,,,no clouds,,,,,,,,,,,"20,0","13,7",No precipitation,3,,,,
07.06.2016 21:00,"22,8","762,8","764,0","0,3",60,Wind blowing from the north,4,,,no clouds,,,,,,,,,,,"20,0","14,5",No precipitation,12,,,,
07.06.2016 18:00,"28,2","762,5","763,7","-0,5",50,Wind blowing from the north-northwest,4,,,no clouds,,,,,"30,0",,,,,,"20,0","16,7",No precipitation,3,,,,
07.06.2016 15:00,"28,7","763,0","764,2","-0,9",39,Wind blowing from the west,3,,,no clouds,,,,,,,,,,,"20,0","13,2",No precipitation,3,,,,
07.06.2016 12:00,"25,4","763,9","765,1","-0,3",52,Wind blowing from the north-northwest,4,,,no clouds,,,,,,,,,,,"20,0","14,7",No precipitation,3,,,,
07.06.2016 09:00,"20,7","764,2","765,5","0,0",64,Wind blowing from the north-northeast,3,,,no clouds,,,,,,,,,,,"20,0","13,5",,,,,,
07.06.2016 06:00,"14,9","764,2","765,4","0,3",95,Wind blowing from the east,2,,,no clouds,,,,"12,3",,,,,,,"20,0","14,1",No precipitation,3,,,,
07.06.2016 03:00,"15,1","763,9","765,2","-0,5",90,Wind blowing from the north,1,,,no clouds,,,,,,,,,,,"20,0","13,5",No precipitation,3,,,,
07.06.2016 00:00,"17,6","764,4","765,7","0,5",79,Wind blowing from the north,4,,7,no clouds,,,,,,,,,,,"20,0","13,8",No precipitation,3,,,,
06.06.2016 21:00,"19,5","763,9","765,1","0,9",75,Wind blowing from the north-northwest,4,,7,50%.,,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.","20,0","15,0",No precipitation,12,,,,
06.06.2016 18:00,"23,2","763,0","764,2","-0,2",62,Wind blowing from the west,3,,7,60%.,,,,,"25,3","No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.","20,0","15,4",No precipitation,3,,,,
06.06.2016 15:00,"24,6","763,2","764,5","-0,2",60,Wind blowing from the west-southwest,4,,,60%.,,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.","10% or less, but not 0",600-1000,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.","20,0","16,2",No precipitation,3,,,,
06.06.2016 12:00,"23,7","763,4","764,6","0,4",70,Wind blowing from the west,5,,,50%.,,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",40%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.","20,0","17,8",No precipitation,3,,,,
06.06.2016 09:00,"21,3","763,0","764,2","0,9",76,Wind blowing from the south-west,2,,,50%.,,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.","10% or less, but not 0",600-1000,Altocumulus translucidus at a single level.,"Cirrus uncinus or fibratus, or both, progressively invading the sky; they generally thicken as a whole.","20,0","16,8",,,,,,
06.06.2016 06:00,"17,3","762,1","763,3","0,5",98,Wind blowing from the west,3,,,50%.,,,,"15,1",,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",20–30%.,300-600,Altocumulus translucidus at a single level.,"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.","12,0","17,0",No precipitation,3,,,,
06.06.2016 03:00,"17,8","761,6","762,8","-0,7",95,Wind blowing from the west,2,,,60%.,,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",20–30%.,300-600,Altocumulus translucidus at a single level.,"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.","20,0","17,0",No precipitation,3,,,,
06.06.2016 00:00,"18,3","762,3","763,5","0,5",89,Wind blowing from the west-southwest,2,,,50%.,,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.","10% or less, but not 0",600-1000,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.","20,0","16,5",No precipitation,3,,,,
05.06.2016 21:00,"19,4","761,8","763,0","0,7",82,Wind blowing from the west,3,,,"90 or more, but not 100%",,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.","10% or less, but not 0",600-1000,Altocumulus translucidus at a single level.,"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.","20,0","16,3",,,,,,
05.06.2016 18:00,"21,8","761,1","762,4","-0,5",72,Wind blowing from the west-southwest,6,,9,50%.,,,,,"24,2",Stratocumulus other than Stratocumulus cumulogenitus.,20–30%.,1000-1500,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus uncinus or fibratus, or both, progressively invading the sky; they generally thicken as a whole.","20,0","16,4",No precipitation,3,,,,
05.06.2016 15:00,"23,0","761,6","762,9","-0,7",70,Wind blowing from the west,5,,9,20–30%.,,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",20–30%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.","20,0","17,1",No precipitation,3,,,,
05.06.2016 12:00,"23,0","762,3","763,6","0,2",70,Wind blowing from the west,5,,,40%.,,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",40%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.","20,0","17,1",No precipitation,3,,,,
05.06.2016 09:00,"20,4","762,1","763,3","0,5",73,Wind blowing from the west-southwest,2,,,50%.,,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",20–30%.,300-600,Altocumulus translucidus at a single level.,"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.","20,0","15,3",,,,,,
