Local time in Ovar (airport),T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
23.11.2016 21:00,"9,4","755,8","757,4","0,8",72,Wind blowing from the north,2,,,40%.,,,,,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",40%.,300-600,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.","10,0","4,5",No precipitation,12,,,,
23.11.2016 18:00,"11,0","755,0","756,6","0,5",67,Wind blowing from the north,4,,9,40%.,,,,,"14,2","Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",20–30%.,300-600,Altocumulus translucidus at a single level.,"No Cirrus, Cirrocumulus or Cirrostratus.","10,0","5,0",No precipitation,3,,,,
23.11.2016 15:00,"13,8","754,5","756,1","-1,1",56,Wind blowing from the north,5,,,20–30%.,,,,,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",20–30%.,300-600,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.","10,0","5,2",No precipitation,3,,,,
23.11.2016 12:00,"10,6","755,6","757,1","-0,2",64,Wind blowing from the north,4,,,"10% or less, but not 0",,,,,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.","10% or less, but not 0",300-600,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.","10,0","4,0",No precipitation,3,,,,
23.11.2016 09:00,"5,8","755,8","757,3","0,8",84,Wind blowing from the north,4,,,"10% or less, but not 0",,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.","10% or less, but not 0",300-600,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.","10,0","3,2",,,,,,
23.11.2016 06:00,"3,2","755,0","756,6","0,0",91,Wind blowing from the north,3,,,no clouds,,,,"2,8",,,,,,,"10,0","1,8",No precipitation,3,,,,
23.11.2016 03:00,"3,8","755,0","756,7","0,3",91,Wind blowing from the north,2,,,no clouds,,,,,,,,,,,"10,0","2,4",No precipitation,3,,,,
23.11.2016 00:00,"5,8","754,7","756,3","0,1",95,Wind blowing from the north-east,2,,,no clouds,Mist.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,,,,"8,0","5,0",No precipitation,3,,,,
22.11.2016 21:00,"4,4","754,6","756,1","1,1",91,Wind blowing from the north,1,,,"10% or less, but not 0",,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.","10% or less, but not 0",300-600,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.","10,0","3,1",No precipitation,12,,,,
22.11.2016 18:00,"8,8","753,5","755,1","0,5",87,Wind blowing from the north,1,,,20–30%.,,,,,"13,8","Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.","10% or less, but not 0",300-600,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.","10,0","6,8",No precipitation,3,,,,
22.11.2016 15:00,"13,6","753,0","754,6","-0,7",58,Wind blowing from the north,4,,,40%.,,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",20–30%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.","10,0","5,4",No precipitation,3,,,,
22.11.2016 12:00,"12,4","753,7","755,2","-0,3",64,Wind blowing from the north-northeast,3,,,20–30%.,,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.","10% or less, but not 0",300-600,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.","10,0","5,8",No precipitation,3,,,,
22.11.2016 09:00,"6,8","754,0","755,5","0,9",95,Wind blowing from the north-east,2,,,20–30%.,,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",20–30%.,100-200,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.","10,0","6,0",,,,,,
22.11.2016 06:00,"4,8","753,1","754,6","0,1",100,Wind blowing from the north,1,,,20–30%.,"More or less continuous shallow fog or ice fog at the station, whether on land or sea, not deeper than about 2 metres on land or 10 metres at sea.",Thunderstorm(s) with or without precipitation.,Shower(s).,"4,8",,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",20–30%.,300-600,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.","9,0","4,8","0,5",3,,,,
22.11.2016 03:00,"8,2","753,0","754,6","-0,1",92,Wind blowing from the west,2,,,70 – 80%.,"Rain shower(s), slight.",Thunderstorm(s) with or without precipitation.,Shower(s).,,,"Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.",70 – 80%.,300-600,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.","9,0","7,0","0,5",3,,,,
22.11.2016 00:00,"8,2","753,1","754,6","0,3",95,Wind blowing from the north,1,,,40%.,"Thunderstorm, but no precipitation at the time of observation.",Thunderstorm(s) with or without precipitation.,Shower(s).,,,"Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.",40%.,300-600,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.","10,0","7,4",4,3,,,,
21.11.2016 21:00,"8,8","752,8","754,4","0,8",95,Wind blowing from the south-southeast,2,,,60%.,"Rain shower(s), slight.",Shower(s).,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,"Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.",60%.,300-600,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.","10,0","8,0",8,12,,,,
21.11.2016 18:00,"10,4","752,0","753,5","1,0",93,Wind blowing from the north,1,,,60%.,Shower(s) of rain.,Shower(s).,Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.,,"15,2","Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.",60%.,300-600,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.","10,0","9,3","0,9",3,,,,
21.11.2016 15:00,"13,4","751,0","752,5","0,1",79,Wind blowing from the north-northwest,2,,11,60%.,State of sky on the whole unchanged.,Shower(s).,Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.,,,"Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.",60%.,300-600,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.","10,0","9,8",7,3,,,,
21.11.2016 12:00,"14,2","750,9","752,4","0,4",74,Wind blowing from the north-west,4,,8,50%.,Clouds generally dissolving or becoming less developed.,Shower(s).,Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.,,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",50%.,300-600,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.","10,0","9,5","0,1",3,,,,
21.11.2016 09:00,"13,6","750,5","752,0","1,9",75,Wind blowing from the west-northwest,4,8,12,"90 or more, but not 100%","Shower(s) of hail, or of rain and hail. Maximum diameter of hailstones is 3 mm.",Shower(s).,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.","90 or more, but not 100%",300-600,,,"10,0","9,3",,,,,,
21.11.2016 06:00,"14,4","748,6","750,1","0,6",72,Wind blowing from the west-northwest,6,12,13,50%.,Shower(s) of rain.,Shower(s).,Cloud covering more than 1/2 of the sky throughout the appropriate period.,"12,6",,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",50%.,300-600,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.","10,0","9,4","0,5",3,,,,
21.11.2016 03:00,"14,8","748,0","749,5","0,9",68,Wind blowing from the west,6,,,"90 or more, but not 100%",State of sky on the whole unchanged.,Shower(s).,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.","90 or more, but not 100%",300-600,,,"10,0","9,0","0,1",3,,,,
21.11.2016 00:00,"13,2","747,1","748,6","-1,9",91,Wind blowing from the south-west,8,,,100%.,Shower(s) of rain.,Thunderstorm(s) with or without precipitation.,Shower(s).,,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",100%.,300-600,,,"10,0","11,8",9,3,,,,
20.11.2016 21:00,"14,6","749,0","750,5","-1,0",94,Wind blowing from the south,5,,,100%.,Clouds generally forming or developing.,Shower(s).,Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.,,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",100%.,200-300,,,"10,0","13,6",9,12,,,,
20.11.2016 18:00,"14,4","750,0","751,5","-0,4",96,Wind blowing from the south-southwest,3,,,50%.,Clouds generally dissolving or becoming less developed.,Shower(s).,Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.,,"17,2","Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",40%.,300-600,Altocumulus translucidus at a single level.,"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.","8,0","13,7",2,3,,,,
20.11.2016 15:00,"16,4","750,4","751,9","-1,5",92,Wind blowing from the south-southwest,2,,,100%.,"Rain shower(s), slight.",Shower(s).,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",100%.,300-600,,,"6,0","15,1",,,,,,
20.11.2016 12:00,"17,2","751,9","753,3","0,1",98,Wind blowing from the north-west,3,,13,100%.,Rain (not freezing) not falling as shower(s).,Rain.,Drizzle.,,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",100%.,100-200,,,"4,0","16,9",7,3,,,,
20.11.2016 09:00,"15,6","751,8","753,3","-1,0",98,Wind blowing from the south-southwest,8,12,12,100%.,"Rain, not freezing, continuous, slight at time of observation.",Rain.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",100%.,100-200,,,"3,0","15,3",,,,,,
20.11.2016 06:00,"13,6","752,8","754,4","-2,1",94,Wind blowing from the south,6,,,100%.,"Rain, not freezing, continuous, slight at time of observation.",Rain.,Drizzle.,"12,0",,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",100%.,100-200,,,"6,0","12,6",9,3,,,,
20.11.2016 03:00,"14,4","754,9","756,4","-1,5",96,Wind blowing from the south-southwest,5,,20,100%.,"Drizzle and rain, slight.",Rain.,Drizzle.,,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",100%.,100-200,,,"2,0","13,7",11,3,,,,
20.11.2016 00:00,"13,0","756,4","757,9","-0,7",96,Wind blowing from the south,6,,10,100%.,"Rain, not freezing, continuous, slight at time of observation.",Rain.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",100%.,300-600,,,"4,0","12,3",6,3,,,,
19.11.2016 21:00,"12,6","757,1","758,7","-1,3",96,Wind blowing from the south,7,19,22,100%.,"Rain, not freezing, continuous, slight at time of observation.",Rain.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",100%.,300-600,,,"5,0","11,9",9,12,,,,
19.11.2016 18:00,"12,0","758,4","759,9","-0,8",91,Wind blowing from the south,3,,,100%.,"Rain, not freezing, continuous, slight at time of observation.",Rain.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,"15,8","Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",100%.,300-600,,,"6,0","10,6",2,3,,,,
19.11.2016 15:00,"15,4","759,2","760,7","-2,3",73,Wind blowing from the south-southwest,5,,10,100%.,,,,,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",100%.,300-600,,,"10,0","10,5",No precipitation,3,,,,
19.11.2016 12:00,"14,8","761,5","763,0","-0,6",72,Wind blowing from the south,5,,,60%.,,,,,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",60%.,300-600,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.","10,0","9,8",No precipitation,3,,,,
19.11.2016 09:00,"10,2","762,1","763,7","0,0",95,variable wind direction,1,,,"90 or more, but not 100%",Mist.,Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.,Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.,,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.","90 or more, but not 100%",300-600,,,"9,0","9,5",,,,,,
19.11.2016 06:00,"8,6","762,1","763,6","-0,4",97,Wind blowing from the south,2,,,50%.,Mist.,Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.,Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.,"7,6",,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",40%.,300-600,Altocumulus translucidus at a single level.,"No Cirrus, Cirrocumulus or Cirrostratus.","7,0","8,2",No precipitation,3,,,,
19.11.2016 03:00,"8,4","762,5","764,1","-0,3",92,Wind blowing from the south,2,,,50%.,Mist.,Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.,Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.,,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",40%.,300-600,Altocumulus translucidus at a single level.,"No Cirrus, Cirrocumulus or Cirrostratus.","10,0","7,2",No precipitation,3,,,,
19.11.2016 00:00,"8,2","762,8","764,4","0,2",90,Wind blowing from the north,1,,,"90 or more, but not 100%",Mist.,Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.,Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.,,,Stratocumulus other than Stratocumulus cumulogenitus.,70 – 80%.,600-1000,"Altocumulus translucidus in bands, or one or more layers of Altocumulus translucidus or opacus, progressively invading the sky; these Altocumulus clouds generally thicken as a whole.",,"7,0","6,6",No precipitation,3,,,,
