Local time in Beja (weather station),T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
30.05.2016 15:00,"22,3","747,7","764,7","-0,9",38,Wind blowing from the north-northwest,5,9,10,60%.,,,,,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",20–30%.,1000-1500,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus uncinus or fibratus, or both, progressively invading the sky; they generally thicken as a whole.","20,0","7,1",No precipitation,3,,,,
30.05.2016 12:00,"20,4","748,6","765,7","-0,6",49,Wind blowing from the north,3,,8,50%.,State of sky on the whole unchanged.,Fog or ice fog or thick haze.,Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",50%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.","20,0","9,2",No precipitation,3,,,,
30.05.2016 09:00,"15,4","749,2","766,6","0,6",85,Wind blowing from the north-northwest,3,,,60%.,State of sky on the whole unchanged.,Fog or ice fog or thick haze.,Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",60%.,200-300,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.","20,0","12,9",,,,,,
30.05.2016 06:00,"11,3","748,6","766,3","0,3",100,Wind blowing from the north-northwest,4,5,5,Sky obscured by fog and/or other meteorological phenomena.,"Fog or ice fog, sky visible, no appreciable change during the preceding hour.",Fog or ice fog or thick haze.,Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.,"11,0",,,Sky obscured by fog and/or other meteorological phenomena.,,,,"0,2","11,3",No precipitation,3,,,,
30.05.2016 03:00,"11,6","748,3","765,9","-0,7",100,Wind blowing from the west-northwest,3,,,20–30%.,"Fog or ice fog at a distance at the time of observation, but not at the station during the preceding hour, the fog or ice fog extending to a level above that of the observer.",Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.","8,0","11,6",No precipitation,3,,,,
30.05.2016 00:00,"12,6","749,0","766,1","0,0",96,Wind blowing from the west,3,,,no clouds,,,,,,,,,,,"20,0","12,0",No precipitation,3,,,,
29.05.2016 21:00,"14,0","749,0","766,5","0,9",79,Wind blowing from the west,4,,10,"10% or less, but not 0",,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","Altocumulus of a chaotic sky, generally at several levels.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.","20,0","10,3","0,1",12,,,,
29.05.2016 18:00,"18,9","748,1","765,3","-0,1",52,Wind blowing from the west,7,10,12,"10% or less, but not 0",,,,,"21,4","Cumulus humilis or Cumulus fractus other than of bad weather, or both.","10% or less, but not 0",1000-1500,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.","20,0","8,7",No precipitation,3,,,,
29.05.2016 15:00,"20,3","748,2","765,3","-0,7",49,Wind blowing from the west-northwest,7,12,12,20–30%.,,,,,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",20–30%.,1000-1500,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.","20,0","9,1",No precipitation,3,,,,
29.05.2016 12:00,"18,9","748,9","766,0","-0,1",55,Wind blowing from the west-northwest,4,8,8,40%.,Clouds generally dissolving or becoming less developed.,Shower(s).,Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.,,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",40%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.","20,0","9,5","0,1",3,,,,
29.05.2016 09:00,"16,7","749,0","766,3","0,7",67,Wind blowing from the west-northwest,4,7,7,50%.,,,,,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",50%.,300-600,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.","20,0","10,6",,,,,,
29.05.2016 06:00,"13,4","748,3","765,7","0,1",100,Wind blowing from the west,3,,,40%.,Clouds generally dissolving or becoming less developed.,Shower(s).,Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.,"12,6",,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",40%.,300-600,Altocumulus translucidus at a single level.,"No Cirrus, Cirrocumulus or Cirrostratus.","20,0","13,4","0,6",3,,,,
29.05.2016 03:00,"13,6","748,2","765,7","-0,5",97,Wind blowing from the west-southwest,3,,6,50%.,,,,,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",50%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.","20,0","13,1",No precipitation,3,,,,
29.05.2016 00:00,"12,7","748,7","766,3","0,3",97,Wind blowing from the west-southwest,3,,,"10% or less, but not 0",,,,,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.","10% or less, but not 0",600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.","20,0","12,2",No precipitation,3,,,,
28.05.2016 21:00,"14,5","748,4","765,9","1,5",83,Wind blowing from the west-southwest,3,,11,20–30%.,,,,,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",20–30%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.","20,0","11,7",Trace of precipitation,12,,,,
28.05.2016 18:00,"19,1","746,9","764,0","0,5",62,Wind blowing from the west,8,11,15,50%.,,,,,"21,5","Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",50%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.","20,0","11,7",No precipitation,3,,,,
28.05.2016 15:00,"21,1","746,4","763,4","0,5",50,Wind blowing from the west-southwest,10,14,14,50%.,,,,,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",50%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.","20,0","10,1",No precipitation,3,,,,
28.05.2016 12:00,"20,2","745,9","762,9","0,7",57,Wind blowing from the west,9,,13,60%.,State of sky on the whole unchanged.,Shower(s).,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",60%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.","20,0","11,3",Trace of precipitation,3,,,,
28.05.2016 09:00,"17,3","745,2","762,4","0,5",79,Wind blowing from the south-west,7,11,11,70 – 80%.,Shower(s) of rain.,Shower(s).,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,"Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.",60%.,300-600,"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.","20,0","13,5",,,,,,
28.05.2016 06:00,"14,5","744,7","762,1","-0,2",96,Wind blowing from the south-southeast,4,,,60%.,,,,"14,1",,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",20–30%.,600-1000,Altocumulus translucidus at a single level.,"No Cirrus, Cirrocumulus or Cirrostratus.","20,0","13,9",No precipitation,3,,,,
28.05.2016 03:00,"15,2","744,9","762,2","-0,7",89,Wind blowing from the south,3,,,60%.,,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",40%.,600-1000,Altocumulus translucidus at a single level.,"No Cirrus, Cirrocumulus or Cirrostratus.","20,0","13,3",No precipitation,3,,,,
28.05.2016 00:00,"15,4","745,6","763,0","0,0",85,Wind blowing from the south-southwest,4,,,40%.,,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",40%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.","20,0","12,9",No precipitation,3,,,,
27.05.2016 21:00,"17,1","745,6","762,8","0,9",72,Wind blowing from the west,4,,,40%.,,,,,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",40%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.","20,0","11,9",No precipitation,12,,,,
27.05.2016 18:00,"21,1","744,7","761,6","0,0",53,Wind blowing from the west-southwest,7,,,50%.,,,,,"24,2","Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",50%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.","20,0","11,0",No precipitation,3,,,,
27.05.2016 15:00,"21,8","744,7","761,6","-0,1",53,Wind blowing from the west,8,,,"90 or more, but not 100%",,,,,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.","90 or more, but not 100%",600-1000,,,"20,0","11,7",No precipitation,3,,,,
27.05.2016 12:00,"21,8","744,8","761,8","-0,2",46,Wind blowing from the south-southwest,6,10,10,"90 or more, but not 100%",,,,,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.","90 or more, but not 100%",600-1000,,,"20,0","9,5",No precipitation,3,,,,
27.05.2016 09:00,"18,5","745,0","762,1","0,9",71,Wind blowing from the south-southwest,5,,,40%.,,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",40%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.","20,0","13,2",,,,,,
27.05.2016 06:00,"11,9","744,1","761,6","0,5",95,Wind blowing from the south-east,3,,,40%.,,,,"10,0",,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",40%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.","20,0","11,1",No precipitation,3,,,,
27.05.2016 03:00,"11,8","743,6","761,1","-0,5",94,Wind blowing from the south,1,,,no clouds,,,,,,,,,,,"20,0","10,9",No precipitation,3,,,,
27.05.2016 00:00,"13,5","744,1","761,5","0,6",84,Wind blowing from the north,1,,,no clouds,,,,,,,,,,,"20,0","10,9",No precipitation,3,,,,
26.05.2016 21:00,"16,1","743,5","760,7","0,8",62,Wind blowing from the west,3,,,"10% or less, but not 0",,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.","10% or less, but not 0",1000-1500,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.","20,0","8,7",No precipitation,12,,,,
26.05.2016 18:00,"21,4","742,7","759,6","0,0",41,Wind blowing from the west,6,9,,"10% or less, but not 0",,,,,"22,9","Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.","10% or less, but not 0",1000-1500,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.","20,0","7,4",No precipitation,3,,,,
26.05.2016 15:00,"22,1","742,7","759,6","-0,8",39,Wind blowing from the west,4,,,20–30%.,,,,,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",20–30%.,1000-1500,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.","20,0","7,3",No precipitation,3,,,,
26.05.2016 12:00,"19,8","743,5","760,5","0,0",48,Wind blowing from the west-southwest,3,6,6,50%.,,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",50%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.","20,0","8,3",No precipitation,3,,,,
26.05.2016 09:00,"16,9","743,5","760,7","0,8",68,Wind blowing from the west,2,,,60%.,,,,,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",50%.,300-600,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.","20,0","11,0",,,,,,
26.05.2016 06:00,"13,0","742,7","760,1","0,4",98,Wind blowing from the west,2,,,60%.,"Fog or ice fog at a distance at the time of observation, but not at the station during the preceding hour, the fog or ice fog extending to a level above that of the observer.",Cloud covering more than 1/2 of the sky throughout the appropriate period.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,"12,8",,Stratocumulus other than Stratocumulus cumulogenitus.,40%.,1000-1500,Altocumulus translucidus at a single level.,"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.","9,0","12,7",No precipitation,3,,,,
26.05.2016 03:00,"13,4","742,3","759,7","-0,6",94,Wind blowing from the west-northwest,2,,,60%.,,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,40%.,1000-1500,Altocumulus translucidus at a single level.,"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.","20,0","12,5",No precipitation,3,,,,
26.05.2016 00:00,"14,3","742,9","760,3","0,3",85,Wind blowing from the west-northwest,3,,,60%.,,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,40%.,600-1000,Altocumulus translucidus at a single level.,"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.","20,0","11,7",No precipitation,3,,,,
25.05.2016 21:00,"16,8","742,6","759,8","0,6",64,Wind blowing from the west-northwest,3,,8,60%.,,,,,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",40%.,600-1000,Altocumulus translucidus at a single level.,"Cirrus uncinus or fibratus, or both, progressively invading the sky; they generally thicken as a whole.","20,0","10,0",No precipitation,12,,,,
25.05.2016 18:00,"20,1","742,0","758,9","-0,5",57,Wind blowing from the north,5,7,9,60%.,,,,,"21,8","Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",40%.,1000-1500,"Altocumulus translucidus in bands, or one or more layers of Altocumulus translucidus or opacus, progressively invading the sky; these Altocumulus clouds generally thicken as a whole.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.","20,0","11,2",No precipitation,3,,,,
25.05.2016 15:00,"21,5","742,5","759,4","-1,1",49,Wind blowing from the north-west,5,,7,70 – 80%.,,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",40%.,1000-1500,"Altocumulus translucidus in bands, or one or more layers of Altocumulus translucidus or opacus, progressively invading the sky; these Altocumulus clouds generally thicken as a whole.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.","20,0","10,2",No precipitation,3,,,,
