Local time in Alverca (airport),T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
22.05.2017 09:00,"22,2","762,8","763,1",,70,Wind blowing from the east,2,,,"10% or less, but not 0",,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",20–30%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.","10,0","16,4",,,,,,
19.05.2017 15:00,"22,6","766,0","766,3","-0,9",47,Wind blowing from the north,8,,,no clouds,,,,,,,,,,,"20,0","10,6",No precipitation,3,,,,
19.05.2017 12:00,"21,0","766,9","767,3","-0,3",43,Wind blowing from the north-east,6,,,no clouds,,,,,,,,,,,"20,0","8,0",No precipitation,3,,,,
19.05.2017 09:00,"17,2","767,2","767,5",,51,Wind blowing from the north,8,,,"10% or less, but not 0",,,,,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.","10% or less, but not 0",300-600,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.","20,0","6,9",,,,,,
18.05.2017 15:00,"20,8","765,7","766,0","0,0",44,Wind blowing from the north,7,,,40%.,,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",40%.,1000-1500,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.","20,0","8,2",No precipitation,3,,,,
18.05.2017 12:00,"20,0","765,7","766,0","0,1",47,Wind blowing from the north,8,,,50%.,,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",50%.,1000-1500,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.","20,0","8,4",No precipitation,3,,,,
18.05.2017 09:00,"16,4","765,6","766,0",,63,Wind blowing from the north,6,,,50%.,,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",50%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.","20,0","9,4",,,,,,
17.05.2017 15:00,"24,5","763,4","763,8","-0,7",56,Wind blowing from the north-northwest,7,,,"10% or less, but not 0",,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.","20,0","15,0",No precipitation,3,,,,
17.05.2017 12:00,"25,7","764,1","764,5","0,3",54,Wind blowing from the north,5,,,"10% or less, but not 0",,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.","10% or less, but not 0","2500 or more, or no clouds.",Altocumulus translucidus at a single level.,"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.","20,0","15,7",No precipitation,3,,,,
17.05.2017 09:00,"21,4","763,8","764,1",,66,Wind blowing from the west,4,,,70 – 80%.,,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,"10% or less, but not 0",1000-1500,Altocumulus translucidus at a single level.,"Cirrocumulus alone, or Cirrocumulus accompanied by Cirrus or Cirrostratus or both, but Cirrocumulus is predominant.","20,0","14,7",,,,,,
16.05.2017 15:00,"31,3","764,9","765,2","-1,2",36,Wind blowing from the east,2,,,"90 or more, but not 100%",,,,,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.","10% or less, but not 0",600-1000,"Altocumulus translucidus in bands, or one or more layers of Altocumulus translucidus or opacus, progressively invading the sky; these Altocumulus clouds generally thicken as a whole.","Cirrus (often in bands) and Cirrostratus, or Cirrostratus alone, progressively invading the sky; they generally thicken as a whole; the continuous veil extends more than 45 degrees above the horizon, without the sky being totally covered.","20,0","14,5",No precipitation,3,,,,
16.05.2017 12:00,"29,5","766,1","766,4","-1,0",44,Wind blowing from the north-east,4,,,40%.,,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.","10% or less, but not 0","2500 or more, or no clouds.",Altocumulus translucidus at a single level.,"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.","20,0","15,9",No precipitation,3,,,,
16.05.2017 09:00,"23,3","767,1","767,4",,72,Wind blowing from the east-northeast,2,,,60%.,,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",40%.,"2500 or more, or no clouds.",Altocumulus translucidus at a single level.,"Cirrocumulus alone, or Cirrocumulus accompanied by Cirrus or Cirrostratus or both, but Cirrocumulus is predominant.","20,0","18,0",,,,,,
15.05.2017 15:00,"28,1","767,4","767,8","-1,3",44,Wind blowing from the north,1,,,"90 or more, but not 100%",,,,,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.","10% or less, but not 0",600-1000,Altocumulus translucidus at a single level.,"Cirrus (often in bands) and Cirrostratus, or Cirrostratus alone, progressively invading the sky; they generally thicken as a whole; the continuous veil extends more than 45 degrees above the horizon, without the sky being totally covered.","20,0","14,6",No precipitation,3,,,,
15.05.2017 12:00,"25,0","768,7","769,0","-0,3",56,Wind blowing from the east-northeast,3,,,70 – 80%.,,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.","10% or less, but not 0","2500 or more, or no clouds.",Altocumulus translucidus at a single level.,"Cirrus (often in bands) and Cirrostratus, or Cirrostratus alone, progressively invading the sky; they generally thicken as a whole; the continuous veil extends more than 45 degrees above the horizon, without the sky being totally covered.","15,0","15,7",No precipitation,3,,,,
15.05.2017 09:00,"20,5","769,0","769,3",,78,Wind blowing from the north-east,3,,,60%.,,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",40%.,"2500 or more, or no clouds.",Altocumulus translucidus at a single level.,"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.","15,0","16,5",,,,,,
11.05.2017 15:00,"18,2","751,0","751,3","0,5",82,Wind blowing from the west-southwest,10,,,"90 or more, but not 100%","Thunderstorm, slight or moderate, without hail, but with rain and/or snow at time of observation.",Thunderstorm(s) with or without precipitation.,Shower(s).,,,"Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.",70 – 80%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.","7,0","15,1","0,2",3,,,,
11.05.2017 12:00,"20,0","750,5","750,9","-0,2",70,Wind blowing from the west-southwest,9,,,60%.,Shower(s) of rain.,Shower(s).,,,,"Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.",50%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.","12,0","14,4",1,3,,,,
11.05.2017 09:00,"15,6","750,7","751,0",,90,Wind blowing from the west-southwest,5,,,70 – 80%.,Shower(s) of rain.,Shower(s).,,,,"Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.",70 – 80%.,300-600,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.","8,0","14,0",,,,,,
10.05.2017 15:00,"18,4","749,6","749,9","-1,1",85,Wind blowing from the south-southwest,5,,,"90 or more, but not 100%",Shower(s) of rain.,Shower(s).,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.","90 or more, but not 100%",300-600,Altocumulus translucidus at a single level.,,"10,0","15,9",2,3,,,,
10.05.2017 12:00,"17,4","750,7","751,0","-1,0",97,Wind blowing from the south-southwest,8,,,100%.,"Rain shower(s), moderate or heavy.",Shower(s).,,,,"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.",100%.,300-600,,,"3,5","16,9",5,3,,,,
10.05.2017 09:00,"18,8","751,7","752,0",,83,Wind blowing from the south,6,,,"90 or more, but not 100%","Precipitation within sight, reaching the ground or the surface of the sea, but distant, i.e. estimated to be more than 5 km from the station.",,,,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.","90 or more, but not 100%",300-600,Altocumulus translucidus at a single level.,,"10,0","15,9",,,,,,
09.05.2017 15:00,"18,1","755,6","755,9","-0,8",91,Wind blowing from the south-west,5,,,"90 or more, but not 100%",Rain (not freezing) not falling as shower(s).,Rain.,Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.,,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.","90 or more, but not 100%",300-600,Altocumulus translucidus at a single level.,,"15,0","16,6","0,4",3,,,,
09.05.2017 12:00,"21,4","756,4","756,7","0,2",59,Wind blowing from the south,6,,,40%.,,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",40%.,600-1000,Altocumulus translucidus at a single level.,"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.","20,0","13,1",No precipitation,3,,,,
09.05.2017 09:00,"18,4","756,2","756,5",,70,Wind blowing from the west-southwest,3,,,"90 or more, but not 100%",,,,,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.",40%.,300-600,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus (often in bands) and Cirrostratus, or Cirrostratus alone, progressively invading the sky; they generally thicken as a whole; the continuous veil extends more than 45 degrees above the horizon, without the sky being totally covered.","10,0","12,9",,,,,,
08.05.2017 15:00,"27,1","760,2","760,6","-1,3",40,Wind blowing from the south,3,,,50%.,,,,,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.","10% or less, but not 0",600-1000,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.","20,0","12,4",No precipitation,3,,,,
08.05.2017 12:00,"23,2","761,5","761,8","-0,3",57,Wind blowing from the south,3,,,60%.,,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","Cirrus uncinus or fibratus, or both, progressively invading the sky; they generally thicken as a whole.","15,0","14,3",No precipitation,3,,,,
08.05.2017 09:00,"19,3","761,8","762,1",,72,Wind blowing from the east,3,,,40%.,,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","Cirrus uncinus or fibratus, or both, progressively invading the sky; they generally thicken as a whole.","15,0","14,2",,,,,,
05.05.2017 15:00,"20,4","757,3","757,7","0,7",52,Wind blowing from the west-southwest,6,,,60%.,,,,,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",50%.,600-1000,Altocumulus translucidus at a single level.,"No Cirrus, Cirrocumulus or Cirrostratus.","12,0","10,3",No precipitation,3,,,,
05.05.2017 12:00,"19,4","756,6","756,9","0,8",59,Wind blowing from the south-west,8,,,50%.,State of sky on the whole unchanged.,Shower(s).,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",40%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.","12,0","11,1",3,3,,,,
05.05.2017 09:00,"15,8","755,8","756,1",,86,Wind blowing from the west-southwest,5,,,"90 or more, but not 100%",Shower(s) of rain.,Shower(s).,,,,"Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.",70 – 80%.,300-600,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.","7,0","13,5",,,,,,
04.05.2017 15:00,"22,1","754,0","754,4","-0,5",63,Wind blowing from the south-west,7,,,"90 or more, but not 100%",,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.","10% or less, but not 0",600-1000,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus (often in bands) and Cirrostratus, or Cirrostratus alone, progressively invading the sky; they generally thicken as a whole; the continuous veil extends more than 45 degrees above the horizon, without the sky being totally covered.","10,0","14,7",No precipitation,3,,,,
04.05.2017 12:00,"21,8","754,5","754,9","-0,3",63,Wind blowing from the south,3,,,100%.,,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.","10% or less, but not 0",600-1000,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus (often in bands) and Cirrostratus, or Cirrostratus alone, progressively invading the sky; they generally thicken as a whole; the continuous veil extends more than 45 degrees above the horizon, without the sky being totally covered.","10,0","14,5",No precipitation,3,,,,
04.05.2017 09:00,"18,2","754,8","755,2",,75,Wind blowing from the north,1,,,"90 or more, but not 100%",,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.","10% or less, but not 0",300-600,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus (often in bands) and Cirrostratus, or Cirrostratus alone, progressively invading the sky; they generally thicken as a whole; the continuous veil extends more than 45 degrees above the horizon, without the sky being totally covered.","10,0","13,7",,,,,,
03.05.2017 15:00,"30,1","756,4","756,8","-1,8",34,Wind blowing from the north,1,,,70 – 80%.,,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","Cirrus uncinus or fibratus, or both, progressively invading the sky; they generally thicken as a whole.","20,0","12,7",No precipitation,3,,,,
03.05.2017 12:00,"26,0","758,2","758,5","-1,2",42,Wind blowing from the north,1,,,60%.,,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","Cirrus uncinus or fibratus, or both, progressively invading the sky; they generally thicken as a whole.","20,0","12,1",No precipitation,3,,,,
03.05.2017 09:00,"19,5","759,4","759,7",,50,Wind blowing from the north-east,3,,,60%.,,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","Cirrus uncinus or fibratus, or both, progressively invading the sky; they generally thicken as a whole.","20,0","8,7",,,,,,
02.05.2017 15:00,"26,7","761,9","762,2","-1,3",20,Wind blowing from the south,2,,,"10% or less, but not 0",,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.","20,0","2,2",No precipitation,3,,,,
02.05.2017 12:00,"21,0","763,2","763,6","-1,0",46,Wind blowing from the north,1,,,40%.,,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","Cirrus uncinus or fibratus, or both, progressively invading the sky; they generally thicken as a whole.","20,0","8,9",No precipitation,3,,,,
02.05.2017 09:00,"15,3","764,2","764,5",,62,Wind blowing from the north-northeast,3,,,"10% or less, but not 0",,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.","15,0","8,1",,,,,,
28.04.2017 15:00,"21,9","756,7","757,0","-0,7",42,Wind blowing from the east,5,,,50%.,,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",50%.,1000-1500,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.","20,0","8,4",No precipitation,3,,,,
28.04.2017 12:00,"20,2","757,4","757,7","-0,5",41,Wind blowing from the east-northeast,6,,,"10% or less, but not 0",,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,"10% or less, but not 0",1000-1500,Altocumulus translucidus at a single level.,"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.","20,0","6,5",No precipitation,3,,,,
