Local time in Penhas Douradas,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
18.10.2016 18:00,"12,6","652,7",,"-0,2",98,Wind blowing from the south-southwest,1,,,,,,,,,,,,,,,"12,3","0,3",12,,,,
18.10.2016 17:00,"13,0","652,7",,"-0,3",96,Wind blowing from the west,2,,,,,,,,,,,,,,,"12,3",No precipitation,1,,,,
18.10.2016 16:00,"13,2","652,6",,"-0,6",94,Wind blowing from the west,3,,,,,,,,,,,,,,,"12,3",No precipitation,1,,,,
18.10.2016 15:00,"13,2","652,9",,"-0,7",94,Wind blowing from the west,2,,,,,,,,,,,,,,,"12,3",,,,,,
18.10.2016 14:00,"13,8","653,0",,"-0,7",94,Wind blowing from the west,1,,,100%.,"Fog or ice fog at a distance at the time of observation, but not at the station during the preceding hour, the fog or ice fog extending to a level above that of the observer.",Cloud covering more than 1/2 of the sky throughout the appropriate period.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",100%.,50-100,,,"2,0","12,9",No precipitation,1,,,,
18.10.2016 13:00,"13,8","653,2",,"-0,5",91,Wind blowing from the west,2,,,,,,,,,,,,,,,"12,3",No precipitation,1,,,,
18.10.2016 12:00,"13,4","653,6",,"0,2",92,Wind blowing from the west,4,,,100%.,State of sky on the whole unchanged.,Shower(s).,Fog or ice fog or thick haze.,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",100%.,50-100,,,"1,0","12,1","0,3",6,,,,
18.10.2016 11:00,"13,3","653,7",,"0,7",97,Wind blowing from the west,3,,,,,,,,,,,,,,,"12,9",No precipitation,1,,,,
18.10.2016 10:00,"12,6","653,7",,"1,1",98,Wind blowing from the west,2,,,,,,,,,,,,,,,"12,3",No precipitation,1,,,,
18.10.2016 09:00,"11,5","653,4",,"0,9",100,Wind blowing from the south,2,,,100%.,"Fog or ice fog at a distance at the time of observation, but not at the station during the preceding hour, the fog or ice fog extending to a level above that of the observer.",Shower(s).,Fog or ice fog or thick haze.,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",100%.,50-100,,,"2,0","11,5",,,,,,
18.10.2016 08:00,"11,6","653,0",,"0,7",100,Wind blowing from the west,2,,,,,,,,,,,,,,,"11,6",No precipitation,1,,,,
18.10.2016 07:00,"12,0","652,6",,"0,3",100,Wind blowing from the west,3,,,,,,,,,,,,,,,"12,0","0,2",1,,,,
18.10.2016 06:00,"11,9","652,5",,"0,2",100,Wind blowing from the west-southwest,3,,,,,,,,,,,,,,,"11,9",32,12,,,,
18.10.2016 05:00,"11,3","652,3",,"-0,2",100,Wind blowing from the west-southwest,2,,,,,,,,,,,,,,,"11,3",2,1,,,,
18.10.2016 04:00,"11,4","652,3",,"-0,3",100,Wind blowing from the west,1,,,,,,,,,,,,,,,"11,4","0,7",1,,,,
18.10.2016 03:00,"11,2","652,3",,"-0,3",100,Wind blowing from the west-southwest,1,,,,,,,,,,,,,,,"11,2",,,,,,
18.10.2016 02:00,"9,9","652,5",,"-0,1",100,Wind blowing from the west-southwest,1,,,,,,,,,,,,,,,"9,9","0,7",1,,,,
18.10.2016 01:00,"9,8","652,6",,"-0,1",100,Wind blowing from the east-southeast,1,,,,,,,,,,,,,,,"9,8",5,1,,,,
18.10.2016 00:00,"9,9","652,6",,"0,1",100,Wind blowing from the south-southeast,2,,,,,,,,,,,,,,,"9,9",20,6,,,,
17.10.2016 23:00,"9,9","652,6",,"0,3",100,Wind blowing from the south-southeast,2,,,,,,,,,,,,,,,"9,9",2,1,,,,
17.10.2016 22:00,"9,9","652,7",,"0,5",100,Wind blowing from the south-east,2,,,,,,,,,,,,,,,"9,9",6,1,,,,
17.10.2016 21:00,"9,6","652,5",,"0,5",100,Wind blowing from the east-southeast,2,,,,,,,,,,,,,,,"9,6",,,,,,
17.10.2016 20:00,"9,5","652,3",,"0,7",100,Wind blowing from the south-east,3,,,,,,,,,,,,,,,"9,5",4,1,,,,
17.10.2016 19:00,"9,4","652,2",,"0,9",100,Wind blowing from the south-east,2,,,,,,,,,,,,,,,"9,4",1,1,,,,
17.10.2016 18:00,"9,0","652,0",,"0,7",100,Wind blowing from the east,1,,,,,,,,,,,,,,,"9,0",7,12,,,,
17.10.2016 17:00,"9,3","651,6",,"0,2",100,Wind blowing from the south-east,3,,,,,,,,,,,,,,,"9,3","0,2",1,,,,
17.10.2016 16:00,"9,4","651,3",,"-0,1",100,Wind blowing from the east-southeast,3,,,,,,,,,,,,,,,"9,4","0,1",1,,,,
17.10.2016 15:00,"9,8","651,3",,"-0,4",100,Wind blowing from the east-southeast,3,,,,,,,,,,,,,,,"9,8",,,,,,
17.10.2016 14:00,"10,1","651,4",,"-0,2",100,Wind blowing from the south-east,3,,,Sky obscured by fog and/or other meteorological phenomena.,"Fog or ice fog, sky invisible, no appreciable change during the preceding hour.",Shower(s).,Fog or ice fog or thick haze.,,,,Sky obscured by fog and/or other meteorological phenomena.,,,,less than 0.1,"10,1",No precipitation,1,,,,
17.10.2016 13:00,"9,5","651,4",,"0,0",100,Wind blowing from the south-southeast,4,,,,,,,,,,,,,,,"9,5","0,5",1,,,,
17.10.2016 12:00,"9,8","651,7",,"0,5",100,Wind blowing from the south-east,3,,,Sky obscured by fog and/or other meteorological phenomena.,"Rain shower(s), slight.",Shower(s).,Fog or ice fog or thick haze.,,,,Sky obscured by fog and/or other meteorological phenomena.,,,,less than 0.1,"9,8",5,6,,,,
17.10.2016 11:00,"9,3","651,6",,"0,9",100,Wind blowing from the east-southeast,2,,,,,,,,,,,,,,,"9,3","0,1",1,,,,
17.10.2016 10:00,"9,0","651,4",,"1,2",100,Wind blowing from the south-east,2,,,,,,,,,,,,,,,"9,0",2,1,,,,
17.10.2016 09:00,"8,8","651,2",,"1,2",100,Wind blowing from the east-southeast,3,,,Sky obscured by fog and/or other meteorological phenomena.,"Rain shower(s), slight.",Shower(s).,Fog or ice fog or thick haze.,,,,Sky obscured by fog and/or other meteorological phenomena.,,,,less than 0.1,"8,8",,,,,,
17.10.2016 08:00,"8,7","650,7",,"1,0",100,Wind blowing from the east,4,,,,,,,,,,,,,,,"8,7","0,3",1,,,,
17.10.2016 07:00,"8,7","650,2",,"0,6",99,Wind blowing from the south-east,2,,,,,,,,,,,,,,,"8,6","0,4",1,,,,
17.10.2016 06:00,"8,3","650,0",,"0,1",99,Wind blowing from the east-southeast,3,,,,,,,,,,,,,,,"8,2",9,12,,,,
17.10.2016 05:00,"8,9","649,7",,"-0,3",100,Wind blowing from the south-east,3,,,,,,,,,,,,,,,"8,9",2,1,,,,
17.10.2016 04:00,"9,2","649,6",,"-0,3",100,Wind blowing from the south-east,3,,,,,,,,,,,,,,,"9,2",2,1,,,,
17.10.2016 03:00,"9,2","649,9",,"0,2",100,Wind blowing from the south-east,2,,,,,,,,,,,,,,,"9,2",,,,,,
17.10.2016 02:00,"8,8","650,0",,"0,3",100,Wind blowing from the south-southeast,3,,,,,,,,,,,,,,,"8,8","0,8",1,,,,
17.10.2016 01:00,"8,6","649,9",,"0,1",99,Wind blowing from the south-southeast,3,,,,,,,,,,,,,,,"8,4",No precipitation,1,,,,
17.10.2016 00:00,"8,7","649,7",,"0,2",96,Wind blowing from the south-southeast,3,,,,,,,,,,,,,,,"8,1",1,6,,,,
16.10.2016 23:00,"9,1","649,7",,"0,3",97,Wind blowing from the south,4,,,,,,,,,,,,,,,"8,6","0,1",1,,,,
16.10.2016 22:00,"8,7","649,8",,"0,6",93,Wind blowing from the south,4,,,,,,,,,,,,,,,"7,6","0,2",1,,,,
16.10.2016 21:00,"8,3","649,5",,"0,8",100,Wind blowing from the south-east,2,,,,,,,,,,,,,,,"8,3",,,,,,
16.10.2016 20:00,"8,7","649,4",,"0,9",96,Wind blowing from the south-east,3,,,,,,,,,,,,,,,"8,1","0,5",1,,,,
16.10.2016 19:00,"8,6","649,2",,"0,9",89,Wind blowing from the south-east,1,,,,,,,,,,,,,,,"6,9",No precipitation,1,,,,
16.10.2016 18:00,"9,8","648,7",,"0,6",85,Wind blowing from the north-east,1,,,,,,,,,,,,,,,"7,4",No precipitation,12,,,,
16.10.2016 17:00,"10,3","648,5",,"0,3",89,Wind blowing from the east-southeast,1,,,,,,,,,,,,,,,"8,6",No precipitation,1,,,,
16.10.2016 16:00,"10,9","648,3",,"0,0",87,Wind blowing from the east,2,,,,,,,,,,,,,,,"8,8",No precipitation,1,,,,
16.10.2016 15:00,"11,3","648,1",,"-0,4",86,Wind blowing from the east-southeast,2,,,,,,,,,,,,,,,"9,1",,,,,,
16.10.2016 14:00,"11,6","648,2",,"0,0",85,Wind blowing from the south-east,3,,,,,,,,,,,,,,,"9,1",No precipitation,1,,,,
16.10.2016 13:00,"12,3","648,3",,"0,3",81,Wind blowing from the south-east,2,,,,,,,,,,,,,,,"9,1",No precipitation,1,,,,
16.10.2016 12:00,"10,2","648,5",,"0,7",92,Wind blowing from the south-east,2,,,,,,,,,,,,,,,"8,9",No precipitation,6,,,,
16.10.2016 11:00,"10,2","648,2",,"1,0",96,Wind blowing from the south-east,2,,,,,,,,,,,,,,,"9,6",No precipitation,1,,,,
16.10.2016 10:00,"10,5","648,0",,"1,1",92,Wind blowing from the south-east,2,,,,,,,,,,,,,,,"9,3",No precipitation,1,,,,
16.10.2016 09:00,"9,2","647,8",,"1,2",93,Wind blowing from the south-southeast,2,,,,,,,,,,,,,,,"8,1",,,,,,
16.10.2016 08:00,"8,6","647,2",,"0,9",87,Wind blowing from the south-east,1,,,,,,,,,,,,,,,"6,6",No precipitation,1,,,,
16.10.2016 07:00,"8,5","646,9",,"0,7",86,Wind blowing from the south-southeast,2,,,,,,,,,,,,,,,"6,3",No precipitation,1,,,,
16.10.2016 06:00,"9,1","646,6",,"0,3",82,Wind blowing from the south-southwest,6,,,,,,,,,,,,,,,"6,1",No precipitation,12,,,,
16.10.2016 05:00,"9,2","646,3",,"-0,3",83,Wind blowing from the south,5,,,,,,,,,,,,,,,"6,4",No precipitation,1,,,,
16.10.2016 04:00,"9,2","646,2",,,79,Wind blowing from the south-southwest,2,,,,,,,,,,,,,,,"5,7",No precipitation,1,,,,
16.10.2016 03:00,"9,2","646,3",,"-0,3",80,Wind blowing from the south,4,,,,,,,,,,,,,,,"5,8",,,,,,
16.10.2016 02:00,"9,3","646,6",,"0,0",83,Wind blowing from the south-southwest,5,,,,,,,,,,,,,,,"6,6",No precipitation,1,,,,
16.10.2016 00:00,"8,9","646,6",,"0,2",87,Wind blowing from the south-east,3,,,,,,,,,,,,,,,"6,8",No precipitation,6,,,,
15.10.2016 23:00,"8,0","646,6",,"0,3",96,Wind blowing from the south-east,2,,,,,,,,,,,,,,,"7,4",No precipitation,1,,,,
15.10.2016 22:00,"9,3","646,5",,"0,4",89,Wind blowing from the south-east,5,,,,,,,,,,,,,,,"7,5",No precipitation,1,,,,
15.10.2016 21:00,"8,8","646,4",,"0,4",95,Wind blowing from the south-east,4,,,,,,,,,,,,,,,"8,1",,,,,,
15.10.2016 20:00,"8,5","646,3",,"0,3",99,Wind blowing from the south-east,3,,,,,,,,,,,,,,,"8,4",No precipitation,1,,,,
15.10.2016 19:00,"8,5","646,1",,"0,2",99,Wind blowing from the south-east,4,,,,,,,,,,,,,,,"8,3",No precipitation,1,,,,
15.10.2016 18:00,"8,6","646,0",,"0,3",100,Wind blowing from the south-southeast,4,,,,,,,,,,,,,,,"8,6","0,2",12,,,,
15.10.2016 17:00,"9,4","646,0",,"0,3",90,Wind blowing from the south-southeast,5,,,,,,,,,,,,,,,"7,9",No precipitation,1,,,,
15.10.2016 16:00,"9,1","645,9",,"0,2",98,Wind blowing from the east-southeast,3,,,,,,,,,,,,,,,"8,8",No precipitation,1,,,,
15.10.2016 15:00,"9,4","645,7",,"0,0",99,Wind blowing from the south-east,2,,,,,,,,,,,,,,,"9,3",,,,,,
15.10.2016 14:00,"8,8","645,7",,"0,1",97,Wind blowing from the south-southeast,2,,,,,,,,,,,,,,,"8,4",No precipitation,1,,,,
15.10.2016 13:00,"11,1","645,7",,"0,5",79,Wind blowing from the south,4,,,,,,,,,,,,,,,"7,5",No precipitation,1,,,,
15.10.2016 12:00,"10,1","645,7",,"0,8",91,Wind blowing from the south,4,,,,,,,,,,,,,,,"8,6","0,2",6,,,,
15.10.2016 11:00,"8,3","645,6",,"1,1",99,Wind blowing from the south-southeast,2,,,,,,,,,,,,,,,"8,1",No precipitation,1,,,,
15.10.2016 10:00,"9,1","645,2",,"1,0",89,Wind blowing from the south,3,,,,,,,,,,,,,,,"7,3",No precipitation,1,,,,
15.10.2016 09:00,"11,5","644,9",,"0,9",74,Wind blowing from the south-southeast,5,,,,,,,,,,,,,,,"6,9",,,,,,
15.10.2016 08:00,"9,6","644,5",,"0,6",74,Wind blowing from the south,4,,,,,,,,,,,,,,,"5,2",No precipitation,1,,,,
15.10.2016 07:00,"8,3","644,2",,"0,3",80,Wind blowing from the south-southwest,4,,,,,,,,,,,,,,,"5,1",No precipitation,1,,,,
15.10.2016 06:00,"7,9","644,0",,"0,2",83,Wind blowing from the south-southwest,4,,,,,,,,,,,,,,,"5,2",No precipitation,12,,,,
15.10.2016 05:00,"7,6","643,9",,"-0,1",82,Wind blowing from the south-west,2,,,,,,,,,,,,,,,"4,7",No precipitation,1,,,,
15.10.2016 04:00,"7,8","643,9",,"0,0",89,Wind blowing from the west-southwest,6,,,,,,,,,,,,,,,"6,0",No precipitation,1,,,,
15.10.2016 03:00,"7,8","643,8",,"-0,2",87,Wind blowing from the west-southwest,4,,,,,,,,,,,,,,,"5,7",,,,,,
15.10.2016 02:00,"7,3","644,0",,"-0,1",94,Wind blowing from the south-west,5,,,,,,,,,,,,,,,"6,4",No precipitation,1,,,,
15.10.2016 01:00,"8,3","643,9",,"0,0",74,Wind blowing from the south-west,6,,,,,,,,,,,,,,,"3,8",No precipitation,1,,,,
15.10.2016 00:00,"7,5","644,0",,"0,4",71,Wind blowing from the west-southwest,5,,,,,,,,,,,,,,,"2,6",No precipitation,6,,,,
14.10.2016 23:00,"8,9","644,1",,"0,7",60,Wind blowing from the south-west,3,,,,,,,,,,,,,,,"1,5",No precipitation,1,,,,
14.10.2016 22:00,"8,4","643,9",,"0,7",65,Wind blowing from the west,8,,,,,,,,,,,,,,,"2,1",No precipitation,1,,,,
14.10.2016 21:00,"7,9","643,6",,"0,6",72,Wind blowing from the west,8,,,,,,,,,,,,,,,"3,2",,,,,,
14.10.2016 20:00,"7,2","643,4",,"0,7",77,Wind blowing from the west,9,,,,,,,,,,,,,,,"3,3",No precipitation,1,,,,
14.10.2016 19:00,"5,4","643,2",,"0,7",89,Wind blowing from the west,8,,,,,,,,,,,,,,,"3,7",No precipitation,1,,,,
14.10.2016 18:00,"5,8","643,0",,"0,7",95,Wind blowing from the west,5,,,,,,,,,,,,,,,"5,0",No precipitation,12,,,,
14.10.2016 17:00,"7,4","642,7",,"0,7",84,Wind blowing from the west,5,,,,,,,,,,,,,,,"4,9",No precipitation,1,,,,
14.10.2016 16:00,"8,7","642,5",,"0,4",77,Wind blowing from the west,6,,,,,,,,,,,,,,,"4,9",No precipitation,1,,,,
14.10.2016 15:00,"9,2","642,3",,"0,0",65,Wind blowing from the west,7,,,,,,,,,,,,,,,"2,9",,,,,,
14.10.2016 14:00,"9,4","642,0",,"0,1",67,Wind blowing from the west,6,,,40%.,,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",40%.,300-600,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.","30,0","3,6",No precipitation,1,,,,
14.10.2016 13:00,"9,7","642,1",,"0,5",62,Wind blowing from the west,4,,,,,,,,,,,,,,,"2,6",No precipitation,1,,,,
14.10.2016 12:00,"8,7","642,3",,"1,1",70,Wind blowing from the west,4,,,20–30%.,,,,,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.",20–30%.,100-200,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.","30,0","3,4",No precipitation,1,,,,
14.10.2016 11:00,"7,8","641,9",,"1,2",80,Wind blowing from the west,5,,,,,,,,,,,,,,,"4,5",No precipitation,1,,,,
14.10.2016 10:00,"7,0","641,6",,"1,1",52,Wind blowing from the west,7,,,,,,,,,,,,,,,"-2,4",No precipitation,1,,,,
14.10.2016 09:00,"4,8","641,2",,"0,9",93,Wind blowing from the west,10,,,40%.,State of sky on the whole unchanged.,Fog or ice fog or thick haze.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",40%.,50-100,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.","30,0","3,7",,,,,,
14.10.2016 08:00,"4,4","640,7",,"0,5",96,Wind blowing from the west,11,,,,,,,,,,,,,,,"3,8",No precipitation,1,,,,
14.10.2016 07:00,"4,4","640,5",,"0,4",99,Wind blowing from the west-northwest,9,,,,,,,,,,,,,,,"4,2",No precipitation,1,,,,
14.10.2016 06:00,"4,7","640,3",,"0,2",96,Wind blowing from the west-northwest,7,,,,,,,,,,,,,,,"4,1","0,1",12,,,,
14.10.2016 05:00,"5,1","640,2",,"0,2",99,Wind blowing from the west,7,,,,,,,,,,,,,,,"4,9",No precipitation,1,,,,
14.10.2016 04:00,"5,4","640,1",,"0,0",97,Wind blowing from the west,5,,,,,,,,,,,,,,,"5,0",No precipitation,1,,,,
14.10.2016 03:00,"5,9","640,1",,"-0,2",100,Wind blowing from the west,5,,,,,,,,,,,,,,,"5,9",,,,,,
14.10.2016 02:00,"6,5","640,0",,"-0,2",100,Wind blowing from the west-northwest,7,,,,,,,,,,,,,,,"6,5","0,1",1,,,,
14.10.2016 01:00,"6,9","640,1",,"0,4",100,Wind blowing from the west-northwest,5,,,,,,,,,,,,,,,"6,9",No precipitation,1,,,,
14.10.2016 00:00,"7,0","640,3",,"0,9",100,Wind blowing from the west-northwest,5,,,,,,,,,,,,,,,"7,0",No precipitation,6,,,,
13.10.2016 23:00,"7,2","640,2",,"0,8",99,Wind blowing from the west-northwest,7,,,,,,,,,,,,,,,"7,1",No precipitation,1,,,,
13.10.2016 22:00,"7,1","639,7",,"0,7",100,Wind blowing from the west-northwest,10,,,,,,,,,,,,,,,"7,1",No precipitation,1,,,,
13.10.2016 21:00,"6,8","639,4",,"0,7",99,Wind blowing from the west-northwest,12,,,,,,,,,,,,,,,"6,7",,,,,,
13.10.2016 20:00,"7,0","639,4",,"1,0",100,Wind blowing from the west-northwest,9,,,,,,,,,,,,,,,"7,0",No precipitation,1,,,,
13.10.2016 19:00,"6,8","639,0",,"0,6",100,Wind blowing from the west,11,,,,,,,,,,,,,,,"6,8",No precipitation,1,,,,
13.10.2016 18:00,"7,0","638,7",,"0,4",99,Wind blowing from the west,10,,,,,,,,,,,,,,,"6,8",11,12,,,,
13.10.2016 17:00,"7,0","638,4",,"0,0",97,Wind blowing from the west,10,,,,,,,,,,,,,,,"6,6","0,4",1,,,,
13.10.2016 16:00,"7,7","638,4",,"-0,1",99,Wind blowing from the west,5,,,,,,,,,,,,,,,"7,6","0,2",1,,,,
13.10.2016 15:00,"7,1","638,3",,"-0,5",100,Wind blowing from the west-northwest,6,,,,,,,,,,,,,,,"7,1",,,,,,
13.10.2016 14:00,"6,9","638,4",,"-0,1",99,Wind blowing from the west-northwest,6,,,"90 or more, but not 100%",Mist.,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.","90 or more, but not 100%",50-100,,,"1,0","6,8",5,1,,,,
13.10.2016 13:00,"7,8","638,5",,"0,1",100,Wind blowing from the west-northwest,6,,,,,,,,,,,,,,,"7,8",3,1,,,,
13.10.2016 12:00,"7,5","638,8",,"0,8",99,Wind blowing from the west-northwest,6,,,Sky obscured by fog and/or other meteorological phenomena.,"Fog or ice fog, sky invisible, no appreciable change during the preceding hour.",Shower(s).,Fog or ice fog or thick haze.,,,,Sky obscured by fog and/or other meteorological phenomena.,,,,less than 0.1,"7,4","0,2",6,,,,
13.10.2016 11:00,"7,5","638,5",,"0,8",100,Wind blowing from the west-northwest,5,,,,,,,,,,,,,,,"7,5",No precipitation,1,,,,
13.10.2016 10:00,"7,2","638,4",,"1,4",100,Wind blowing from the west-northwest,6,,,Sky obscured by fog and/or other meteorological phenomena.,"Fog or ice fog, sky invisible, no appreciable change during the preceding hour.",Fog or ice fog or thick haze.,Fog or ice fog or thick haze.,,,,Sky obscured by fog and/or other meteorological phenomena.,,,,less than 0.1,"7,2",No precipitation,1,,,,
13.10.2016 09:00,"7,0","638,0",,"1,1",100,Wind blowing from the west-northwest,6,,,Sky obscured by fog and/or other meteorological phenomena.,"Fog or ice fog, sky invisible, no appreciable change during the preceding hour.",Fog or ice fog or thick haze.,Fog or ice fog or thick haze.,,,,Sky obscured by fog and/or other meteorological phenomena.,,,,less than 0.1,"7,0",,,,,,
13.10.2016 08:00,"6,5","637,7",,"0,9",,Wind blowing from the west,7,,,,,,,,,,,,,,,,No precipitation,1,,,,
13.10.2016 07:00,"6,3","637,0",,"0,4",,Wind blowing from the west-northwest,7,,,,,,,,,,,,,,,,No precipitation,1,,,,
13.10.2016 06:00,"6,2","636,9",,"0,0",100,Wind blowing from the west-northwest,7,,,,,,,,,,,,,,,"6,2",No precipitation,12,,,,
13.10.2016 05:00,"6,0","636,8",,"-0,3",99,Wind blowing from the west,8,,,,,,,,,,,,,,,"5,9",No precipitation,1,,,,
13.10.2016 04:00,"5,6","636,6",,"-0,7",98,Wind blowing from the west,8,,,,,,,,,,,,,,,"5,3",No precipitation,1,,,,
13.10.2016 03:00,"6,0","636,9",,"-0,6",99,Wind blowing from the west,5,,,,,,,,,,,,,,,"5,9",,,,,,
13.10.2016 02:00,"6,1","637,1",,"-0,6",99,Wind blowing from the west,5,,,,,,,,,,,,,,,"6,0",No precipitation,1,,,,
13.10.2016 01:00,"6,3","637,3",,"-0,4",99,Wind blowing from the west,6,,,,,,,,,,,,,,,"6,2",No precipitation,1,,,,
13.10.2016 00:00,"6,3","637,5",,"-0,2",98,Wind blowing from the west,5,,,,,,,,,,,,,,,"6,0",No precipitation,6,,,,
12.10.2016 23:00,"6,5","637,7",,"-0,1",97,Wind blowing from the west,5,,,,,,,,,,,,,,,"6,0",No precipitation,1,,,,
12.10.2016 22:00,"6,5","637,7",,"0,0",99,Wind blowing from the east-southeast,1,,,,,,,,,,,,,,,"6,4",No precipitation,1,,,,
12.10.2016 21:00,"6,4","637,7",,"0,2",99,Wind blowing from the south-southeast,1,,,,,,,,,,,,,,,"6,3",,,,,,
12.10.2016 20:00,"6,5","637,8",,"0,2",98,Wind blowing from the west-southwest,5,,,,,,,,,,,,,,,"6,2",No precipitation,1,,,,
12.10.2016 19:00,"6,5","637,7",,"0,6",99,Wind blowing from the south-southwest,1,,,,,,,,,,,,,,,"6,4",No precipitation,1,,,,
12.10.2016 18:00,"6,7","637,5",,"-0,1",99,Wind blowing from the south,1,,,,,,,,,,,,,,,"6,5","0,1",12,,,,
12.10.2016 17:00,"7,3","637,6",,"-0,6",99,Wind blowing from the west,3,,,,,,,,,,,,,,,"7,1",No precipitation,1,,,,
12.10.2016 16:00,"7,2","637,1",,"-1,1",100,Wind blowing from the west-northwest,8,,,,,,,,,,,,,,,"7,2",No precipitation,1,,,,
12.10.2016 15:00,"7,4","637,6",,"-0,8",100,Wind blowing from the west,9,,,,,,,,,,,,,,,"7,4",,,,,,
12.10.2016 14:00,"10,0","638,2",,"-0,8",100,Wind blowing from the south-west,3,,,100%.,"Rain shower(s), slight.",Shower(s).,Fog or ice fog or thick haze.,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",100%.,50-100,,,"1,0","10,0",1,1,,,,
12.10.2016 13:00,"9,3","638,2",,"-1,2",100,Wind blowing from the south-east,1,,,,,,,,,,,,,,,"9,3",No precipitation,1,,,,
12.10.2016 12:00,"9,5","638,4",,"-1,0",,Wind blowing from the east-southeast,3,,,Sky obscured by fog and/or other meteorological phenomena.,"Thunderstorm, slight or moderate, without hail, but with rain and/or snow at time of observation.",Thunderstorm(s) with or without precipitation.,Shower(s).,,,,Sky obscured by fog and/or other meteorological phenomena.,,,,less than 0.1,,4,6,,,,
12.10.2016 11:00,"8,7","639,0",,"-0,1",100,Wind blowing from the south-east,3,,,,,,,,,,,,,,,"8,7",No precipitation,1,,,,
12.10.2016 10:00,"8,6","639,4",,"0,3",100,Wind blowing from the east-southeast,2,,,,,,,,,,,,,,,"8,6","0,1",1,,,,
